Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
"Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",NA,-14.71740221,5.008697586,15.00549765,1.213985757,-14.30019162,-4.971717479,9.970711284,-5.627450157,11.5795422,11.83255305,17.53920718,6.634457722,-1.455197499,-0.349211001,-0.983166926,2.611430602,-16.42658081,6.450632841,20.16367812,8.873380791,
"Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",NA,8.597728853,-0.003991772,-1.023851875,-2.962324744,-0.901800879,-7.509236338,9.24020115,6.207685521,-2.419904445,-7.072281254,-2.166496327,9.148552293,0.647186044,-7.673614595,-3.11795792,-2.658166757,-3.94932236,14.40542331,0.561564943,-13.70546401,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,NA,-0.228806497,10.81549835,6.955623178,5.774436703,-10.5240981,1.043482392,-0.124291039,7.661827324,4.872424531,5.061013196,7.517638175,3.862394226,0.13094971,-3.829943438,3.100208529,-3.487439972,-18.23338215,23.19161005,-3.622219068,0.536504876,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,NA,3.210470769,1.937332936,4.713928701,3.198636896,2.159595805,-4.90554928,6.144555424,3.996518225,3.28752815,1.986293618,2.102223911,2.952140096,4.653283379,1.764530228,4.34722054,0.743090955,-8.092896691,5.873474291,3.581170452,3.076475129,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,NA,3.367757465,2.497286442,8.172432413,4.206266812,1.486484353,-8.77410254,10.93971998,7.923737285,4.495646006,1.329324453,7.338960051,4.95175737,6.347350612,0.240539415,8.252673781,0.471442255,-6.35357881,7.269129522,6.596211343,3.961030555,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,NA,5.064813812,3.103572262,3.63968482,0.503672516,0.224575858,-9.850741317,10.62578089,5.641173652,0.976642103,1.269485022,-0.418382501,-1.69162381,5.340104641,-0.706178299,5.80419041,-1.148978828,-8.718385724,6.383468843,6.847190938,5.690307932,
"Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",NA,4.103041834,1.45836925,4.207793087,2.809498753,-2.248733824,-6.03096524,8.142317829,2.359993468,3.194964408,3.149925865,5.017702201,6.213995535,5.314967759,3.62760924,5.253690477,-0.131295987,-17.79240808,17.86485256,14.63808355,3.318076728,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,NA,13.39899302,11.88092193,13.13289007,18.85519194,8.128247434,3.773828102,2.847539793,4.450475226,16.45716154,3.239389423,5.540429223,18.87655988,22.03255762,7.366834399,9.362571927,3.081924058,-10.70716583,6.051705978,8.63710295,10.97755743,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,NA,23.01409276,-12.52312386,11.32223238,7.167697679,22.36995472,6.156281269,20.62023231,-1.509697395,5.733087374,15.98512099,0.47692726,8.713357194,10.91829304,12.66052537,3.767059044,4.845133968,-3.004401016,5.15526149,8.595959374,7.403000058,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,NA,3.24914299,2.398145665,3.889941928,3.383872479,3.330063904,1.457339221,3.252791277,3.061017982,2.963683398,0.952314919,2.422248011,2.712853555,2.306217981,1.437741805,2.194550326,1.956066123,0.959637248,2.975864256,1.799824504,2.053015309,
"Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",NA,-5.090117847,5.279620747,3.825621952,6.050073817,13.54031628,-16.15522281,2.771152821,6.429124629,-0.263877447,1.912972517,7.582770512,3.650506287,-1.148751472,6.220255916,2.993234444,-4.775768879,1.633971163,9.948035297,4.272063293,3.36861723,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,NA,-2.42474148,-4.365696805,7.355669798,3.112833328,-1.547686833,3.372841595,6.361589191,4.297526095,5.03204128,-4.436528206,6.39233987,5.774492817,9.390644796,4.104113042,-0.709656077,3.742204255,0.788862667,10.74945476,12.45114128,0.00909725,
"Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",NA,5.896887484,2.432990264,10.69021657,6.771599542,7.24218639,-11.72202379,-1.249491146,4.225186508,-0.217201025,2.124190682,-3.230171036,0.084014425,2.716510891,6.954737167,2.234932057,3.028908639,-3.366244024,-18.83373592,-61.23879799,-1.091767799,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,NA,1.74843526,0.125827106,-0.837854356,2.314740552,-0.865968751,1.211460846,1.888924442,0.258566564,2.327561126,1.73493247,-1.666414605,-1.204002478,1.923265483,-2.009973906,-1.019718493,-1.525242721,-3.175910532,-1.436920967,3.262905679,2.037476131,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,NA,0.047643226,-4.019899927,5.86669367,2.277157228,-0.893393804,1.755567987,-0.68816326,4.414824633,4.615944379,0.539999992,-0.64468401,-4.351554214,7.658345469,1.363728155,7.451803372,6.372181968,-7.723353156,7.333242386,1.622639164,-0.266091629,
"Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",NA,1.929298473,0.444485582,4.82940454,5.746823998,1.024429072,-4.199452042,3.397265431,0.648367204,2.438667091,2.765434463,-0.270051521,3.610168583,4.591683871,2.614753413,1.517379681,-0.809184225,-41.87534234,27.48701063,43.42126029,4.762267662,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,NA,-4.512733786,7.655830695,2.892137754,0.537352369,0.012130893,-7.416445372,-1.285380832,2.26130283,3.101508415,4.913021819,-4.613478764,14.15398277,2.182161233,1.385040706,1.004578973,0.401900964,-45.15359936,46.21620822,19.89974232,-10.78274075,
Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,NA,3.88712221,2.658525699,1.217524635,4.072881791,2.213087339,-0.704023487,0.388671628,-0.044798027,4.558728977,-0.096145117,1.032777864,1.60191613,4.661250447,0.337081761,1.46318083,1.598264074,-12.47240605,2.01621874,1.488055099,3.615373041,
"Variación porcentual anual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",NA,-0.444923239,0.142863386,-0.359297683,1.230518604,-0.223131677,5.662964078,6.830403462,1.461738169,9.30060092,-1.199908062,-1.042748998,-0.076674181,0.639428404,-0.165887056,-1.534999497,-0.007520948,-0.542605037,-1.093667469,-0.649820168,0.823410929,
Estructura porcentual en valores constantes|B.1bP---Producto interno bruto<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
"Estructura porcentual en valores constantes|D.21-D.31---Impuestos sobre los productos, netos",7.349109203,7.313771621,7.509234483,7.486733226,7.235182295,7.601817555,7.195345862,6.829491856,6.364853015,6.419794348,6.285195319,6.36474793,6.473854395,6.310615941,6.276914472,6.290166221,6.510143223,5.948711691,6.258507197,6.406713601,6.437751804,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,92.6508908,92.68622838,92.49076552,92.51326677,92.7648177,92.39818245,92.80465414,93.17050814,93.63514698,93.58020565,93.71480468,93.63525207,93.52614561,93.68938406,93.72308553,93.70983378,93.48985678,94.05128831,93.7414928,93.5932864,93.5622482,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,5.261849164,5.754613923,5.377112205,5.459329845,5.733364038,5.746713454,5.326785287,5.525081262,5.366304664,5.699798173,5.59845632,6.098700757,5.67488261,5.59786317,5.585526596,5.638490385,5.731124529,6.400930561,6.008809083,5.967314345,5.790506162,
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",5.261849164,5.754613923,5.377112205,5.459329845,5.733364038,5.746713454,5.326785287,5.525081262,5.366304664,5.699798173,5.59845632,6.098700757,5.67488261,5.59786317,5.585526596,5.638490385,5.731124529,6.400930561,6.008809083,5.967314345,5.790506162,
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",2.422137655,2.88744389,2.669358716,2.661959746,2.936874926,3.010015038,2.401298071,2.588353939,2.556789265,2.815517942,2.843232424,3.412655279,3.038538208,2.977265043,2.957481674,2.987441234,3.032246727,3.368795478,3.066780515,3.127242336,2.938568449,
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",2.661451211,2.672252214,2.62034384,2.646538547,2.65992621,2.608711929,2.855667172,2.782167081,2.744540622,2.635190338,2.688556882,2.623192878,2.564594262,2.563452321,2.56633909,2.586080258,2.634237775,2.965162724,2.879998525,2.778088965,2.795482862,
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",0.006602038,0.008692668,0.006519953,0.006134972,0.021548251,0.008561812,0.005628356,0.005737635,0.003580695,0.003845516,0.008604145,0.00894487,0.00844192,0.009226573,0.009780287,0.008733599,0.008000856,0.005353499,0.003449903,0.002587606,0.003835652,
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",0.171658261,0.186225151,0.080889696,0.14469658,0.115014651,0.119424675,0.064191688,0.148822607,0.061394081,0.245244378,0.05806287,0.05390773,0.063308221,0.047919233,0.051925544,0.056235294,0.056639171,0.061618861,0.05858014,0.059395439,0.052619199,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,30.0882433,29.43844076,29.79175201,29.94825305,29.81230893,29.35465217,29.1589375,29.21614951,29.17958034,29.12120338,29.19754343,29.43502964,30.207785,29.55302469,29.67241378,28.66574824,28.3500665,28.24524057,28.0804644,28.76346074,28.32100999,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,0.289466208,0.254191151,0.269257585,0.237283099,0.29545978,0.328694681,0.399735051,0.573753346,0.691321871,0.718776385,0.964641262,0.850218546,0.565040689,0.660999413,0.712379247,0.456153259,0.399133208,0.636616336,0.591379676,0.584372209,0.246740297,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,0.289466208,0.254191151,0.269257585,0.237283099,0.29545978,0.328694681,0.399735051,0.573753346,0.691321871,0.718776385,0.964641262,0.850218546,0.565040689,0.660999413,0.712379247,0.456153259,0.399133208,0.636616336,0.591379676,0.584372209,0.246740297,
"Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",1.046351211,1.130670085,1.108291679,1.28083387,1.378862375,1.331153494,1.395760509,1.353264654,1.263357639,1.243872032,1.249925667,1.276446853,1.265999244,1.237156896,1.287171178,1.264633743,1.244464705,1.428233426,1.095143772,1.03213636,0.969132504,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,6.077901057,6.505317313,6.77985875,6.597091531,7.15969998,7.998881234,7.310316435,7.215729868,7.937925228,7.345049862,7.088412353,6.340612334,7.040266652,6.843741634,7.108161551,6.566435325,5.931605897,5.627245648,5.538424996,5.441872401,5.440363312,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,22.67452483,21.54826221,21.634344,21.83304455,20.97828679,19.69592276,20.05312551,20.07340164,19.2869756,19.8135051,19.89456414,20.96775191,21.33647841,20.81112675,20.5647018,20.37852591,20.77486269,20.55314516,20.85551596,21.70507977,21.66477388,
Estructura porcentual en valores constantes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,5.851588387,5.762513506,5.772517545,5.600610098,5.418599715,5.392790575,5.674018891,5.524990782,5.434761195,5.424753379,5.477671293,5.482998948,5.584714344,5.477371078,5.378791787,5.50732821,5.602502267,6.16489928,5.991762492,5.888169937,5.542767652,
